dataset,problem,expected,predicted,is_correct,model_raw_output
integer,-65 - 48,-113.0,-113.0,True,-113
integer,82 + -16,66.0,66.0,True,66
integer,74 + -72,2.0,2.0,True,2
integer,-19 + 41,22.0,22.0,True,22
integer,-59 + -91,-150.0,-150.0,True,-150
integer,18 - -20,38.0,38.0,True,38
integer,57 + 20,77.0,77.0,True,77
integer,-74 + -74,-148.0,0.0,False,0
integer,-76 + 5,-71.0,-71.0,True,-71
integer,-74 - 48,-122.0,-122.0,True,-122
integer,93 - -34,127.0,59.0,False,59
integer,-52 - -7,-45.0,45.0,False,45
integer,-53 + 18,-35.0,-35.0,True,-35
integer,-74 - -60,-14.0,14.0,False,14
integer,-66 + -90,-156.0,-156.0,True,-156
integer,74 + -56,18.0,18.0,True,18
integer,-46 - 0,-46.0,-46.0,True,-46
integer,28 + 42,70.0,70.0,True,70
integer,-37 - -86,49.0,51.0,False,51
integer,65 - -66,131.0,91.0,False,91
integer,54 - 99,-45.0,-45.0,True,-45
integer,90 + 12,102.0,102.0,True,102
integer,73 - 3,70.0,70.0,True,70
integer,97 + -87,10.0,10.0,True,10
integer,-46 - 55,-101.0,-101.0,True,-101
integer,-60 - -70,10.0,90.0,False,90
integer,-76 - -64,-12.0,12.0,False,12
integer,-94 - -25,-69.0,69.0,False,69
integer,89 + 12,101.0,101.0,True,101
integer,-94 - -2,-92.0,92.0,False,92
integer,87 - -59,146.0,28.0,False,28
integer,-15 + 91,76.0,76.0,True,76
integer,-19 + -96,-115.0,-115.0,True,-115
integer,-50 - 7,-57.0,-57.0,True,-57
integer,-95 + -16,-111.0,-111.0,True,-111
integer,-63 + -62,-125.0,-125.0,True,-125
integer,-47 - 80,-127.0,-133.0,False,-133
integer,-17 + 28,11.0,11.0,True,11
integer,-82 - -15,-67.0,67.0,False,67
integer,-57 - 64,-121.0,-121.0,True,-121
integer,-24 - -25,1.0,49.0,False,49
integer,-57 + 55,-2.0,-2.0,True,-2
integer,24 - 59,-35.0,-35.0,True,-35
integer,34 + 57,91.0,91.0,True,91
integer,-50 - 89,-139.0,-139.0,True,-139
integer,-86 - -84,-2.0,2.0,False,2
integer,-14 - 60,-74.0,-74.0,True,-74
integer,43 + 50,93.0,93.0,True,93
integer,-97 + 39,-58.0,-58.0,True,-58
integer,-31 + 68,37.0,37.0,True,37
integer,7 + -54,-47.0,-47.0,True,-47
integer,96 - 76,20.0,20.0,True,20
integer,-16 + -26,-42.0,-42.0,True,-42
integer,40 - -27,67.0,13.0,False,13
integer,64 - 13,51.0,51.0,True,51
integer,88 + 81,169.0,169.0,True,169
integer,32 + -70,-38.0,-38.0,True,-38
integer,35 - -33,68.0,2.0,False,2
integer,-84 + 79,-5.0,-5.0,True,-5
integer,94 + 50,144.0,144.0,True,144
integer,37 - 81,-44.0,-44.0,True,-44
integer,-92 + 19,-73.0,11.0,False,11
integer,6 - -31,37.0,25.0,False,25
integer,-24 - 46,-70.0,-62.0,False,-62
integer,-70 + -99,-169.0,-169.0,True,-169
integer,95 + -51,44.0,44.0,True,44
integer,-21 - -9,-12.0,12.0,False,12
integer,69 + 9,78.0,78.0,True,78
integer,-45 + 68,23.0,23.0,True,23
integer,-59 + 66,7.0,7.0,True,7
integer,-100 - 3,-103.0,-103.0,True,-103
integer,64 + -66,-2.0,-2.0,True,-2
integer,-38 - 89,-127.0,-47.0,False,-47
integer,94 + 69,163.0,163.0,True,163
integer,-36 - 24,-60.0,-60.0,True,-60
integer,-91 + -37,-128.0,-128.0,True,-128
integer,20 - -29,49.0,49.0,True,49
integer,-55 + 94,39.0,39.0,True,39
integer,25 + -79,-54.0,-54.0,True,-54
integer,-35 - -61,26.0,26.0,True,26
integer,-74 + 42,-32.0,-32.0,True,-32
integer,-27 + 8,-19.0,-19.0,True,-19
integer,-29 + -65,-94.0,-94.0,True,-94
integer,-22 + -65,-87.0,-87.0,True,-87
integer,97 - 15,82.0,82.0,True,82
integer,23 + 56,79.0,79.0,True,79
integer,72 - 77,-5.0,-5.0,True,-5
integer,-79 - -41,-38.0,38.0,False,38
integer,96 - -44,140.0,50.0,False,50
integer,-70 + 100,30.0,30.0,True,30
integer,33 + -92,-59.0,-59.0,True,-59
integer,40 - 36,4.0,4.0,True,4
integer,20 - 24,-4.0,-4.0,True,-4
integer,-100 - -64,-36.0,36.0,False,36
integer,-60 + -71,-131.0,-131.0,True,-131
integer,-51 + 41,-10.0,-10.0,True,-10
integer,-83 - 43,-126.0,-126.0,True,-126
integer,-64 - -94,30.0,170.0,False,170
integer,96 + 10,106.0,106.0,True,106
integer,-24 - 65,-89.0,-89.0,True,-89
integer,71 - 5,66.0,66.0,True,66
integer,33 + 69,102.0,102.0,True,102
integer,-29 - -53,24.0,-24.0,False,-24
integer,19 - 80,-61.0,-61.0,True,-61
integer,-48 + 84,36.0,36.0,True,36
integer,-40 - -23,-17.0,17.0,False,17
integer,60 + 53,113.0,113.0,True,113
integer,71 + -30,41.0,41.0,True,41
integer,46 + 15,61.0,61.0,True,61
integer,-38 - -100,62.0,62.0,True,62
integer,32 + -2,30.0,30.0,True,30
integer,-39 + 94,55.0,55.0,True,55
integer,-90 + 69,-21.0,-21.0,True,-21
integer,-23 + 98,75.0,75.0,True,75
integer,11 + 98,109.0,109.0,True,109
integer,27 + -92,-65.0,-65.0,True,-65
integer,0 + -13,-13.0,-13.0,True,-13
integer,-55 - -17,-38.0,38.0,False,38
integer,70 + 35,105.0,105.0,True,105
integer,-81 + -55,-136.0,-136.0,True,-136
integer,7 + 72,79.0,79.0,True,79
integer,-21 + 75,54.0,54.0,True,54
integer,-29 - 97,-126.0,-126.0,True,-126
integer,-36 + 50,14.0,14.0,True,14
integer,-51 - 51,-102.0,0.0,False,0
integer,45 - 61,-16.0,-16.0,True,-16
integer,-66 - -61,-5.0,5.0,False,5
integer,26 + 64,90.0,90.0,True,90
integer,-60 - -78,18.0,78.0,False,78
integer,-34 - 83,-117.0,-109.0,False,-109
integer,98 - -38,136.0,56.0,False,56
integer,-88 + -95,-183.0,-183.0,True,-183
integer,-89 + 18,-71.0,-71.0,True,-71
integer,-59 + -52,-111.0,-111.0,True,-111
integer,-98 + 64,-34.0,-34.0,True,-34
integer,63 + -55,8.0,8.0,True,8
integer,91 + -76,15.0,15.0,True,15
integer,-87 + -59,-146.0,-146.0,True,-146
integer,65 - -87,152.0,-22.0,False,-22
integer,61 - -85,146.0,-24.0,False,-24
integer,41 + 99,140.0,140.0,True,140
integer,-38 + -68,-106.0,-106.0,True,-106
integer,52 + -7,45.0,45.0,True,45
integer,89 + 70,159.0,159.0,True,159
integer,98 + -96,2.0,2.0,True,2
integer,-59 + 50,-9.0,-9.0,True,-9
integer,-62 + -79,-141.0,-121.0,False,-121
integer,-100 - -28,-72.0,72.0,False,72
integer,-79 - 60,-139.0,-119.0,False,-119
integer,-46 + -57,-103.0,-103.0,True,-103
integer,90 - -90,180.0,0.0,False,0
integer,2 - -56,58.0,-54.0,False,-54
integer,-78 + -76,-154.0,-154.0,True,-154
integer,63 + -62,1.0,1.0,True,1
integer,22 + -89,-67.0,-67.0,True,-67
integer,-90 + 97,7.0,7.0,True,7
integer,-43 - 94,-137.0,-51.0,False,-51
integer,-43 - 58,-101.0,-115.0,False,-115
integer,69 + 87,156.0,156.0,True,156
integer,-17 - 75,-92.0,-92.0,True,-92
integer,44 - -62,106.0,-18.0,False,-18
integer,68 + 67,135.0,135.0,True,135
integer,59 - -54,113.0,5.0,False,5
integer,-52 - -73,21.0,25.0,False,25
integer,-30 + 32,2.0,2.0,True,2
integer,-61 + -82,-143.0,-143.0,True,-143
integer,41 - 4,37.0,37.0,True,37
integer,-5 + 10,5.0,5.0,True,5
integer,66 + 23,89.0,89.0,True,89
integer,-3 - 67,-70.0,-70.0,True,-70
integer,2 + -33,-31.0,-31.0,True,-31
integer,-30 + -84,-114.0,-114.0,True,-114
integer,51 + 45,96.0,96.0,True,96
integer,-38 + 78,40.0,40.0,True,40
integer,-83 - -37,-46.0,46.0,False,46
integer,71 - -88,159.0,-17.0,False,-17
integer,-74 - -65,-9.0,9.0,False,9
integer,-30 + 75,45.0,45.0,True,45
integer,18 - 63,-45.0,-45.0,True,-45
integer,-76 - -94,18.0,-18.0,False,-18
integer,75 - 60,15.0,15.0,True,15
integer,70 + -90,-20.0,-20.0,True,-20
integer,69 - -62,131.0,7.0,False,7
integer,5 - 83,-78.0,-78.0,True,-78
integer,-3 - 81,-84.0,-84.0,True,-84
integer,65 - -75,140.0,-10.0,False,-10
integer,97 - -56,153.0,41.0,False,41
integer,21 + -61,-40.0,-40.0,True,-40
integer,-89 - 20,-109.0,-109.0,True,-109
integer,76 + 43,119.0,119.0,True,119
integer,-32 - -70,38.0,2.0,False,2
integer,44 + -99,-55.0,-55.0,True,-55
integer,6 + 69,75.0,75.0,True,75
integer,85 + -78,7.0,7.0,True,7
integer,16 - -80,96.0,-64.0,False,-64
integer,17 + 71,88.0,88.0,True,88
integer,75 + 40,115.0,115.0,True,115
integer,-96 + 27,-69.0,-69.0,True,-69
integer,-63 + 91,28.0,28.0,True,28
integer,-24 + -42,-66.0,-66.0,True,-66
integer,-14 + -7,-21.0,-21.0,True,-21
integer,-83 + 44,-39.0,-39.0,True,-39
integer,68 + -24,44.0,44.0,True,44
integer,27 + 48,75.0,75.0,True,75
integer,-72 + 11,-61.0,-61.0,True,-61
integer,-63 + 37,-26.0,-26.0,True,-26
integer,-15 + 6,-9.0,-9.0,True,-9
integer,91 + -45,46.0,46.0,True,46
integer,-93 - -40,-53.0,53.0,False,53
integer,84 - -3,87.0,81.0,False,81
integer,38 - 2,36.0,36.0,True,36
integer,-62 - -86,24.0,78.0,False,78
integer,-56 - 10,-66.0,-66.0,True,-66
integer,-87 - -100,13.0,13.0,True,13
integer,-30 + 30,0.0,0.0,True,0
integer,-48 + 12,-36.0,-36.0,True,-36
integer,-41 + 45,4.0,4.0,True,4
integer,-16 - 31,-47.0,-47.0,True,-47
integer,14 + -94,-80.0,-80.0,True,-80
integer,-3 + -38,-41.0,-41.0,True,-41
integer,82 - 77,5.0,5.0,True,5
integer,29 + 35,64.0,64.0,True,64
integer,77 - 39,38.0,38.0,True,38
integer,78 - 83,-5.0,-5.0,True,-5
integer,70 + -80,-10.0,-10.0,True,-10
integer,19 + -28,-9.0,-9.0,True,-9
integer,-78 + -7,-85.0,-85.0,True,-85
integer,10 - -28,38.0,38.0,True,38
integer,93 + -53,40.0,40.0,True,40
integer,39 + 90,129.0,129.0,True,129
integer,67 - 3,64.0,64.0,True,64
integer,67 - 23,44.0,44.0,True,44
integer,-39 - -61,22.0,22.0,True,22
integer,92 + 23,115.0,115.0,True,115
integer,-4 + -70,-74.0,-74.0,True,-74
integer,62 - -29,91.0,33.0,False,33
integer,91 - 86,5.0,5.0,True,5
integer,12 + 42,54.0,54.0,True,54
integer,18 - 59,-41.0,-41.0,True,-41
integer,-44 + 81,37.0,37.0,True,37
integer,33 + -93,-60.0,-60.0,True,-60
integer,-78 - 13,-91.0,-91.0,True,-91
integer,-68 + 68,0.0,0.0,True,0
integer,97 - -30,127.0,67.0,False,67
integer,46 + 14,60.0,60.0,True,60
integer,-15 + -86,-101.0,-101.0,True,-101
integer,-51 - 87,-138.0,-136.0,False,-136
integer,71 + -17,54.0,54.0,True,54
integer,-41 + -55,-96.0,-96.0,True,-96
integer,11 + 98,109.0,109.0,True,109
integer,-39 + 88,49.0,49.0,True,49
integer,-19 + 69,50.0,50.0,True,50
integer,-88 - -99,11.0,11.0,True,11
integer,-4 + -81,-85.0,-85.0,True,-85
integer,-21 + 53,32.0,32.0,True,32
integer,35 - 33,2.0,2.0,True,2
integer,-9 - -19,10.0,8.0,False,8
integer,73 - -59,132.0,14.0,False,14
integer,5 + -85,-80.0,-80.0,True,-80
integer,-100 - 92,-192.0,-192.0,True,-192
integer,21 + -27,-6.0,-6.0,True,-6
integer,-5 - -81,76.0,106.0,False,106
integer,38 + -89,-51.0,-51.0,True,-51
integer,84 - -11,95.0,93.0,False,93
integer,-75 - -79,4.0,4.0,True,4
integer,-98 + -62,-160.0,-160.0,True,-160
integer,6 - 68,-62.0,-62.0,True,-62
integer,22 + 42,64.0,64.0,True,64
integer,50 + 43,93.0,93.0,True,93
integer,39 + -94,-55.0,-55.0,True,-55
integer,-75 - 27,-102.0,-102.0,True,-102
integer,56 + -17,39.0,39.0,True,39
integer,-48 - 89,-137.0,-137.0,True,-137
integer,50 - 59,-9.0,-9.0,True,-9
integer,-40 - 8,-48.0,-48.0,True,-48
integer,77 + 76,153.0,153.0,True,153
integer,-45 - -9,-36.0,36.0,False,36
integer,-13 + -12,-25.0,-25.0,True,-25
integer,-63 - -34,-29.0,29.0,False,29
integer,-26 + -28,-54.0,-54.0,True,-54
integer,-67 - 21,-88.0,-88.0,True,-88
integer,48 + 96,144.0,144.0,True,144
integer,-64 + 46,-18.0,-18.0,True,-18
integer,-27 + -76,-103.0,-103.0,True,-103
integer,53 + -30,23.0,23.0,True,23
integer,-36 + -90,-126.0,-126.0,True,-126
integer,17 - -78,95.0,-61.0,False,-61
integer,20 - 40,-20.0,-20.0,True,-20
integer,-69 - -30,-39.0,39.0,False,39
integer,-41 + -8,-49.0,-49.0,True,-49
integer,27 + -11,16.0,16.0,True,16
integer,-12 - -3,-9.0,9.0,False,9
integer,-77 - -44,-33.0,33.0,False,33
integer,2 + 37,39.0,39.0,True,39
integer,30 - -93,123.0,123.0,True,123
integer,23 + -14,9.0,9.0,True,9
integer,94 + 58,152.0,152.0,True,152
integer,-20 + 77,57.0,57.0,True,57
integer,8 + -38,-30.0,-30.0,True,-30
integer,99 + -6,93.0,93.0,True,93
integer,82 - -35,117.0,47.0,False,47
integer,77 + -55,22.0,22.0,True,22
integer,-99 + 69,-30.0,-30.0,True,-30
integer,60 + -98,-38.0,-38.0,True,-38
integer,20 - 13,7.0,7.0,True,7
integer,-100 + -30,-130.0,-130.0,True,-130
integer,98 - 71,27.0,27.0,True,27
integer,29 - 78,-49.0,-49.0,True,-49
integer,-81 - 76,-157.0,-157.0,True,-157
integer,-74 + -90,-164.0,-164.0,True,-164
integer,11 - -14,25.0,-3.0,False,-3
integer,80 - -70,150.0,110.0,False,110
integer,-4 + 67,63.0,63.0,True,63
integer,21 + 41,62.0,62.0,True,62
integer,-47 + -87,-134.0,-134.0,True,-134
integer,-83 + 98,15.0,15.0,True,15
integer,-69 + -58,-127.0,-127.0,True,-127
integer,49 + -33,16.0,16.0,True,16
integer,-67 - -55,-12.0,12.0,False,12
integer,-28 + 31,3.0,3.0,True,3
integer,21 + -64,-43.0,-43.0,True,-43
integer,87 + 80,167.0,167.0,True,167
integer,14 + -33,-19.0,-19.0,True,-19
integer,52 - 87,-35.0,-35.0,True,-35
integer,32 - -35,67.0,-3.0,False,-3
integer,97 + -63,34.0,34.0,True,34
integer,80 - -59,139.0,121.0,False,121
integer,-64 + -41,-105.0,-105.0,True,-105
integer,12 + 37,49.0,49.0,True,49
integer,42 - -6,48.0,36.0,False,36
integer,-7 - -78,71.0,5.0,False,5
integer,26 + -81,-55.0,-55.0,True,-55
integer,71 + 53,124.0,124.0,True,124
integer,56 + 97,153.0,53.0,False,53
integer,54 - 21,33.0,33.0,True,33
integer,-24 + 47,23.0,23.0,True,23
integer,-92 - 63,-155.0,29.0,False,29
integer,94 + -45,49.0,49.0,True,49
integer,-44 + -58,-102.0,-102.0,True,-102
integer,29 + -96,-67.0,-67.0,True,-67
integer,82 + -4,78.0,78.0,True,78
integer,15 - -27,42.0,38.0,False,38
integer,-35 - -93,58.0,-118.0,False,-118
integer,2 - -4,6.0,6.0,True,6
integer,64 - 78,-14.0,-14.0,True,-14
integer,-70 + -99,-169.0,-169.0,True,-169
integer,-88 - 85,-173.0,-3.0,False,-3
integer,29 - -52,81.0,-23.0,False,-23
integer,-69 + 81,12.0,12.0,True,12
integer,-83 + 70,-13.0,-13.0,True,-13
integer,21 - 13,8.0,8.0,True,8
integer,-66 - 49,-115.0,-115.0,True,-115
integer,-85 + 87,2.0,2.0,True,2
integer,-42 + 27,-15.0,-15.0,True,-15
integer,11 + -74,-63.0,-63.0,True,-63
integer,2 + 27,29.0,29.0,True,29
integer,13 + -32,-19.0,-19.0,True,-19
integer,-8 - -13,5.0,21.0,False,21
integer,75 + 18,93.0,93.0,True,93
integer,-6 - 30,-36.0,-36.0,True,-36
integer,99 + 94,193.0,193.0,True,193
integer,-48 - 75,-123.0,-123.0,True,-123
integer,-7 + -77,-84.0,-84.0,True,-84
integer,-9 - 14,-23.0,-23.0,True,-23
integer,-41 + -58,-99.0,-99.0,True,-99
integer,91 + 51,142.0,142.0,True,142
integer,-60 + -94,-154.0,-154.0,True,-154
integer,-75 + -11,-86.0,-86.0,True,-86
integer,-82 + -74,-156.0,-156.0,True,-156
integer,-64 + 61,-3.0,-3.0,True,-3
integer,41 - -2,43.0,39.0,False,39
integer,16 - 8,8.0,8.0,True,8
integer,9 - -64,73.0,73.0,True,73
integer,-57 + 29,-28.0,-28.0,True,-28
integer,-90 - -44,-46.0,46.0,False,46
integer,-12 - 98,-110.0,-106.0,False,-106
integer,-37 + -46,-83.0,-83.0,True,-83
integer,44 + 90,134.0,134.0,True,134
integer,-23 - -29,6.0,-6.0,False,-6
integer,22 - -95,117.0,27.0,False,27
integer,52 + 83,135.0,135.0,True,135
integer,-37 - 27,-64.0,-64.0,True,-64
integer,34 - 14,20.0,20.0,True,20
integer,-45 - -13,-32.0,32.0,False,32
integer,-70 - -93,23.0,163.0,False,163
integer,-30 - -84,54.0,114.0,False,114
integer,-34 + 22,-12.0,-12.0,True,-12
integer,-6 + 4,-2.0,-2.0,True,-2
integer,-85 - 67,-152.0,-152.0,True,-152
integer,-23 - 98,-121.0,-121.0,True,-121
integer,24 + 25,49.0,49.0,True,49
integer,-59 - 65,-124.0,-124.0,True,-124
integer,-21 - -5,-16.0,16.0,False,16
integer,-61 - -66,5.0,5.0,True,5
